#Position (bp)	mapping quality
1.47322345E7	59.01515105274986
1.48897985E7	59.02717372769797
1.50473625E7	58.34921665730765
1.52049265E7	58.669396712241316
1.53624905E7	58.49324727516288
1.55200545E7	59.18623917030291
1.56776185E7	59.01488783366067
1.58351825E7	58.40985443645554
1.59927465E7	59.0035328221091
1.61503105E7	58.88382960271204
1.63078745E7	59.039853973925084
1.64654385E7	58.55955507993644
1.66230025E7	59.05256099811382
1.67805665E7	58.89421799840837
1.69381305E7	58.179985321841045
1.70956945E7	57.854268583221895
1.72532585E7	58.50362303160787
1.74108225E7	58.71218995202856
1.75683865E7	58.8735391438785
1.77259505E7	58.99566526385262
1.78835145E7	58.793021995766864
1.80410785E7	58.131394070241825
1.81986425E7	58.17639224954514
1.83562065E7	58.01876945760033
1.85137705E7	56.50895426443311
1.86713345E7	58.138218208866974
1.88288985E7	58.40059452639367
1.89864625E7	56.937525699789674
1.91440265E7	57.88205995598408
1.93015905E7	59.152640984532866
1.94591545E7	58.74113126631686
1.96167185E7	58.91690626368278
1.97742825E7	57.5462045316182
1.99318465E7	58.94502663159926
2.00894105E7	58.84576664693985
2.02469745E7	58.35411511211058
2.04045385E7	58.44515364928026
2.05621025E7	59.06633550279632
2.07196665E7	58.97878238659957
2.08772305E7	59.164489750514804
2.10347945E7	58.89402383119883
2.11923585E7	57.91190206623266
2.13499225E7	58.94207988962229
2.15074865E7	58.68293750114311
2.16650505E7	58.494654152698935
2.18226145E7	56.361045712345614
2.19801785E7	56.69409477453284
2.21377425E7	57.70374192975593
2.22953065E7	58.90312626408552
2.24528705E7	59.06961465156214
2.26104345E7	59.21053026072132
2.27679985E7	58.63604067341332
2.29255625E7	58.01432328242712
2.30831265E7	59.23112440512599
2.32406905E7	57.935539091878546
2.33982545E7	56.16726598401392
2.35558185E7	56.99997034028171
2.37133825E7	56.685832385618056
2.38709465E7	57.517215763885424
2.40285105E7	57.539563435970514
2.41860745E7	59.11005192810129
2.43436385E7	58.710696744586336
2.45012025E7	57.85315216333115
2.46587665E7	58.787911942227204
2.48163305E7	58.28829112118779
2.49738945E7	58.26832191514922
2.51314585E7	58.0882637285373
2.52890225E7	56.67102862630604
2.54465865E7	58.659197349126416
2.56041505E7	58.457856662512455
2.57617145E7	27.300769245898092
2.59192785E7	46.452480116455206
2.60768425E7	30.045132618574332
2.62344065E7	47.80740186176325
2.63919705E7	41.69852873308597
2.65495345E7	0.0
2.67070985E7	0.0
2.68646625E7	0.0
2.70222265E7	0.0
2.71797905E7	0.0
2.73373545E7	0.0
2.74949185E7	0.0
2.76524825E7	0.0
2.78100465E7	0.0
2.79676105E7	0.0
2.81251745E7	0.0
2.82827385E7	0.0
2.84403025E7	0.0
2.85978665E7	0.0
2.87554305E7	0.0
2.89129945E7	0.0
2.90705585E7	0.0
2.92281225E7	0.0
2.93856865E7	42.75265269560772
2.95432505E7	40.26983825424282
2.97008145E7	36.40545167686987
2.98583785E7	54.36269776561671
3.00159425E7	58.1089415400038
3.01735065E7	58.57541115465576
3.03310705E7	58.883257497318965
3.04886345E7	58.99456713612984
3.06461985E7	58.54537600142113
3.08037625E7	58.44045741107428
3.09613265E7	58.88450684528482
3.11188905E7	59.09631974413786
3.12764545E7	58.05230576727531
3.14340185E7	58.986137384884735
3.15915825E7	58.950918353944736
3.17491465E7	58.50558861011226
3.19067105E7	58.86242883121177
3.20642745E7	57.870836884363506
3.22218385E7	58.68410542910849
3.23794025E7	58.81937438456795
3.25369665E7	58.71811024038341
3.26945305E7	58.512542040729855
3.28520945E7	57.493035868838525
3.30096585E7	58.6443578744638
3.31672225E7	58.83626693100978
3.33247865E7	58.581238203295655
3.34823505E7	58.80662409209411
3.36399145E7	58.28531469898631
3.37974785E7	57.86775106379106
3.39550425E7	58.69291539010394
3.41126065E7	58.92727399768024
3.42701705E7	58.81621981085968
3.44277345E7	58.704038725602814
3.45852985E7	58.00106619783835
3.47428625E7	59.11919870792219
3.49004265E7	58.97163911613393
3.50579905E7	58.69871403193139
3.52155545E7	58.44074593147007
3.53731185E7	58.64755119036603
3.55306825E7	57.91131150447586
3.56882465E7	57.548178351694105
3.58458105E7	58.83351565070786
3.60033745E7	58.96057727645379
3.61609385E7	58.91792447486186
3.63185025E7	59.00349540724139
3.64760665E7	59.06784636510899
3.66336305E7	58.96062195578868
3.67911945E7	58.81466573469273
3.69487585E7	58.80914777931518
3.71063225E7	58.38084234254088
3.72638865E7	58.66833770373798
3.74214505E7	58.897755803269774
3.75790145E7	58.974040032515354
3.77365785E7	58.433127752584724
3.78941425E7	59.14800514629811
3.80517065E7	56.55282892697287
3.82092705E7	58.697707055963676
3.83668345E7	56.939022542122274
3.85243985E7	58.73782943224435
3.86819625E7	58.12769716842119
3.88395265E7	58.48151476355841
3.89970905E7	59.21004980979005
3.91546545E7	59.19018461275948
3.93122185E7	57.46177553023814
3.94697825E7	59.07242761057621
3.96273465E7	58.97241415119181
3.97849105E7	58.12557461458166
3.99424745E7	58.35448813628438
4.01000385E7	58.823247018117065
4.02576025E7	58.09640761201892
4.04151665E7	58.12523730585404
4.05727305E7	58.67908263736439
4.07302945E7	59.25259011381376
4.08878585E7	57.37109070361178
4.10454225E7	58.894878202517944
4.12029865E7	57.11317749176724
4.13605505E7	58.908342701195984
4.15181145E7	58.71748116495505
4.16756785E7	59.04085013496526
4.18332425E7	58.92735911611312
4.19908065E7	57.46755507826483
4.21483705E7	58.66280884051703
4.23059345E7	58.063399548489045
4.24634985E7	56.66934764254189
4.26210625E7	59.01911035971964
4.27786265E7	59.00548962664964
4.29361905E7	59.037811766271005
4.30937545E7	58.88351971068763
4.32513185E7	58.91189552825063
4.34088825E7	59.19393224699829
4.35664465E7	59.01786652035898
4.37240105E7	59.03453523361732
4.38815745E7	58.52852966466036
4.40391385E7	58.72089045273536
4.41967025E7	58.31078583844113
4.43542665E7	56.21715573658197
4.45118305E7	58.79001216953651
4.46693945E7	59.109803974915316
4.48269585E7	59.03679548826238
4.49845225E7	59.08395747798182
4.51420865E7	58.91375481423161
4.52996505E7	58.89889269313334
4.54572145E7	58.68665991987532
4.56147785E7	58.95474479454579
4.57723425E7	58.73165562271844
4.59299065E7	58.77567292128769
4.60874705E7	58.252411317544976
4.62450345E7	58.40405827385271
4.64025985E7	55.439692324177884
4.65601625E7	54.002674184242075
4.67177265E7	58.682689438785175
4.68752905E7	58.95666700949829
4.70328545E7	58.54648349868061
4.71904185E7	56.00684655452358
4.73479825E7	59.19870303799253
4.75055465E7	58.53738653937546
4.76631105E7	58.23439401970281
4.78206745E7	58.37491792068453
4.79782385E7	58.98133676467662
4.81358025E7	59.00448225558668
4.82933665E7	58.75302178294852
4.84509305E7	58.625927196132615
4.86084945E7	57.964654784649895
4.87660585E7	58.78397730864901
4.89236225E7	58.92719607956628
4.90811865E7	58.900470967868365
4.92387505E7	58.41551097720375
4.93963145E7	58.339511498033005
4.95538785E7	59.06562982187884
4.97114425E7	59.00798316735819
4.98690065E7	59.01947933833435
5.00265705E7	58.80266361722008
5.01841345E7	58.799071009696334
5.03416985E7	58.6000583929551
5.04992625E7	58.45191171605463
5.06568265E7	58.34384530040965
5.08143905E7	58.98790979037747
5.09719545E7	59.07567054152915
5.11295185E7	58.54614501130006
5.12870825E7	58.98963232413192
5.14446465E7	58.9735734362602
5.16022105E7	58.85403237208523
5.17597745E7	58.84489266366915
5.19173385E7	58.908149318565876
5.20749025E7	53.355633651182245
5.22324665E7	57.74029109915214
5.23900305E7	58.691503906976976
5.25475945E7	58.56047087136176
5.27051585E7	58.93813877963232
5.28627225E7	58.546919172907934
5.30202865E7	58.731890146997806
5.31778505E7	58.95651862095842
5.33354145E7	57.34153323534032
5.34929785E7	57.431818938859806
5.36505425E7	58.643150278902674
5.38081065E7	57.68539177447818
5.39656705E7	58.226911382608215
5.41232345E7	58.697792304000046
5.42807985E7	58.831377125427615
5.44383625E7	55.003184464671534
5.45959265E7	58.59575252635985
5.47534905E7	58.479349830483685
5.49110545E7	58.62224328922596
5.50686185E7	58.636947205838425
5.52261825E7	58.68181427047121
5.53837465E7	58.88118893366465
5.55413105E7	58.85482691079113
5.56988745E7	59.12068898708508
5.58564385E7	58.762337429707436
5.60140025E7	58.928873862487364
5.61715665E7	59.01194732310299
5.63291305E7	59.19990303611208
5.64866945E7	58.979439885047945
5.66442585E7	59.02073772514187
5.68018225E7	59.03771690538267
5.69593865E7	58.993527879598766
5.71169505E7	59.04540482406798
5.72745145E7	58.51426387760442
5.74320785E7	59.11939983510098
5.75896425E7	58.92776795373079
5.77472065E7	58.78191096280403
5.79047705E7	58.55678812651642
5.80623345E7	57.36857815748216
5.82198985E7	59.07434737749433
5.83774625E7	58.79887978351767
5.85350265E7	59.07915185594835
5.86925905E7	58.85036552115677
5.88501545E7	58.817967067324396
5.90077185E7	58.75760484914366
5.91652825E7	57.94176143335759
5.93228465E7	58.79711825107652
5.94804105E7	58.68883248366997
5.96379745E7	59.12894370399841
5.97955385E7	58.35449481456033
5.99531025E7	58.51997979162437
6.01106665E7	58.88936330799504
6.02682305E7	58.502475070505305
6.04257945E7	58.25723572538953
6.05833585E7	56.71204517715864
6.07409225E7	58.670822997216085
6.08984865E7	58.275645702371676
6.10560505E7	58.530886880648175
6.12136145E7	58.75822132380179
6.13711785E7	58.611901205876876
6.15287425E7	58.72937587938056
6.16863065E7	58.3363378798318
6.18438705E7	58.4150020303744
6.20014345E7	58.09517864881992
6.21589985E7	57.840372364385146
6.23165625E7	57.29147402266629
6.24741265E7	57.52066132624357
6.26316905E7	57.86298134240582
6.27892545E7	55.526496618273974
6.29467785E7	39.751043167230144
