#Position (bp)	Coverage
2.81251745E7	0.0
2.82827385E7	0.0
2.84403025E7	0.0
2.85978665E7	0.0
2.87554305E7	0.0
2.89129945E7	0.0
2.90705585E7	0.0
2.92281225E7	0.0
2.93856865E7	2.706538295549745
2.95432505E7	8.284773171536646
2.97008145E7	2.787698966769059
2.98583785E7	4.4603399253636615
3.00159425E7	4.608958899240943
3.01735065E7	4.450229747911959
3.03310705E7	4.799554466756366
3.04886345E7	4.673935670584651
3.06461985E7	4.715982077124216
3.08037625E7	4.602650351603158
3.09613265E7	4.810534132162169
3.11188905E7	4.25453149196517
3.12764545E7	4.33161128176487
3.14340185E7	4.683531771216775
3.15915825E7	4.590547333147166
3.17491465E7	4.691312736411871
3.19067105E7	4.798843644487319
3.20642745E7	4.527734761747607
3.22218385E7	4.605392094640908
3.23794025E7	4.6212777030286105
3.25369665E7	4.801750399837526
3.26945305E7	4.79309994668833
3.28520945E7	4.898403188545607
3.30096585E7	4.784836637810668
3.31672225E7	4.571323398745906
3.33247865E7	4.788200350333833
3.34823505E7	4.7325023482521384
3.36399145E7	4.544800842832119
3.37974785E7	4.5327041710035285
3.39550425E7	4.812146175522328
3.41126065E7	4.541583102739204
3.42701705E7	4.752748089665152
3.44277345E7	4.7514152979106905
3.45852985E7	4.815636820593537
3.47428625E7	4.4836320479297305
3.49004265E7	3.0100784443146913
3.50579905E7	4.487167119392755
3.52155545E7	4.4695933081160675
3.53731185E7	4.801160163489122
3.55306825E7	4.61760935239014
3.56882465E7	4.8018265593663525
3.58458105E7	4.995360615368993
3.60033745E7	4.489985021959331
3.61609385E7	4.9297301414028585
3.63185025E7	5.040396283414993
3.64760665E7	4.630994389581376
3.66336305E7	4.742961590210962
3.67911945E7	4.7396740372166235
3.69487585E7	4.884967378335153
3.71063225E7	5.039825086948795
3.72638865E7	4.937422253814323
3.74214505E7	4.855988677616715
3.75790145E7	4.731372648574547
3.77365785E7	4.664714020969257
3.78941425E7	4.784976263613515
3.80517065E7	4.954266202939758
3.82092705E7	4.743894544439085
3.83668345E7	4.648593587367673
3.85243985E7	4.818023152496763
3.86819625E7	4.780850955802086
3.88395265E7	4.689611840268082
3.89970905E7	4.681310451626006
3.91546545E7	4.835273285775939
3.93122185E7	4.868250361757762
3.94697825E7	4.985986646695946
3.96273465E7	5.1337424792465285
3.97849105E7	5.058617450686705
3.99424745E7	4.855842705186464
4.01000385E7	5.003858749460536
4.02576025E7	4.795143560711837
4.04151665E7	4.850784443146912
4.05727305E7	4.773101723744002
4.07302945E7	4.699728364347186
4.08878585E7	4.638661115483232
4.10454225E7	4.551115737097306
4.12029865E7	4.498197557817775
4.13605505E7	4.56740752963875
4.15181145E7	4.639917747708868
4.16756785E7	4.558991901703434
4.18332425E7	4.623003985682009
4.19908065E7	4.680612322611764
4.21483705E7	4.637074458632682
4.23059345E7	4.590826584752862
4.24634985E7	4.758237922368053
4.26210625E7	4.684991495519281
4.27786265E7	4.7816823639917745
4.29361905E7	4.484393643217994
4.30937545E7	4.948973115686324
4.32513185E7	4.588789317356756
4.34088825E7	4.676905892208881
4.35664465E7	4.858406742656952
4.37240105E7	4.975457591835698
4.38815745E7	4.797732984691935
4.40391385E7	4.682427458048793
4.41967025E7	4.856248889340205
4.43542665E7	4.817902566576121
4.45118305E7	4.6102155314665785
4.46693945E7	4.665469269630119
4.48269585E7	4.611700642278693
4.49845225E7	4.643624178111751
4.51420865E7	4.764026046558858
4.52996505E7	4.6712447005661195
4.54572145E7	4.853951410220609
4.56147785E7	4.99425630220101
4.57723425E7	4.7132530273412705
4.59299065E7	4.975800309715417
4.60874705E7	4.74552562768145
4.62450345E7	4.871779086593384
4.64025985E7	4.6197672057068875
4.65601625E7	4.817788327282882
4.67177265E7	4.658405473331472
4.68752905E7	4.566385722626996
4.70328545E7	4.622667614429692
4.71904185E7	4.9602764590896395
4.73479825E7	4.682059353659465
4.75055465E7	4.834340331547815
4.76631105E7	5.208645375847275
4.78206745E7	4.668382371607728
4.79782385E7	4.784309867736285
4.81358025E7	4.9161610520169585
4.82933665E7	4.763987966794446
4.84509305E7	4.829980198522505
4.86084945E7	4.388115305526643
4.87660585E7	4.437060496052398
4.89236225E7	4.605328628366886
4.90811865E7	4.857994211875809
4.92387505E7	4.583686628925389
4.93963145E7	4.583324871163463
4.95538785E7	4.553279937041456
4.97114425E7	4.732641974054987
4.98690065E7	4.64055875707649
5.00265705E7	4.5509761112944584
5.01841345E7	4.372318549922571
5.03416985E7	4.304054225584524
5.04992625E7	4.297225254499759
5.06568265E7	4.461932928841613
5.08143905E7	4.526027518976416
5.09719545E7	4.757546139981214
5.11295185E7	4.6251491457439515
5.12870825E7	4.389765428651215
5.14446465E7	4.719161737452717
5.16022105E7	4.8479855804625425
5.17597745E7	4.906476098601203
5.19173385E7	5.0288961945622095
5.20749025E7	4.863401538422482
5.22324665E7	4.631241908050062
5.23900305E7	5.115343606407555
5.25475945E7	5.03178391003021
5.27051585E7	5.127986088192734
5.28627225E7	4.889505216927724
5.30202865E7	4.864093320809322
5.31778505E7	4.6901957299890835
5.33354145E7	4.524993018709858
5.34929785E7	4.572795816303216
5.36505425E7	4.443051712320073
5.38081065E7	4.517123200731131
5.39656705E7	4.592165723134726
5.41232345E7	4.574915589855551
5.42807985E7	4.519382600086314
5.44383625E7	4.388578609327004
5.45959265E7	4.457833007539794
5.47534905E7	4.8596633748825875
5.49110545E7	4.759894392120027
5.50686185E7	4.737776395623365
5.52261825E7	4.4253255819857324
5.53837465E7	4.395591632606433
5.55413105E7	4.520099768982763
5.56988745E7	4.422272854205275
5.58564385E7	4.499765174786119
5.60140025E7	4.619735472569876
5.61715665E7	4.555190271889518
5.63291305E7	4.555564722906247
5.64866945E7	4.59356198116321
5.66442585E7	4.630118554999873
5.68018225E7	4.734615775177071
5.69593865E7	4.809893122794547
5.71169505E7	4.484939453174583
5.72745145E7	4.608730420654465
5.74320785E7	4.510789266583737
5.75896425E7	4.64064760986012
5.77472065E7	4.714928536975451
5.79047705E7	4.645629712370846
5.80623345E7	4.594672640958595
5.82198985E7	4.410442740727578
5.83774625E7	4.465575892970476
5.85350265E7	4.510129217333909
5.86925905E7	4.527461856769313
5.88501545E7	4.476003401792288
5.90077185E7	4.297098321951715
5.91652825E7	4.525570561803458
5.93228465E7	4.330265796755604
5.94804105E7	4.425725419512071
5.96379745E7	4.307106953364982
5.97955385E7	4.138115305526643
5.99531025E7	4.095332690208423
6.01106665E7	4.120325708918281
6.02682305E7	4.082239597877688
6.04257945E7	4.086739356705847
6.05833585E7	4.097611129445813
6.07409225E7	4.060235840674266
6.08984865E7	3.8537165850067274
6.10560505E7	2.545790916706862
6.12136145E7	2.587069381330761
6.13711785E7	4.0199411032977075
6.15287425E7	4.271654692696301
6.16863065E7	4.025418242745805
6.18438705E7	3.907301160163489
6.20014345E7	3.6756682998654515
6.21589985E7	3.8465195095326346
6.23165625E7	3.9122007565179864
6.24741265E7	4.0295118174202225
6.26316905E7	3.9659630372420094
6.27892545E7	4.111941814119977
6.29467785E7	3.2398529374412637
